3.411357741350438955e-02,1.846986123756872988e-01,1.590954629188413294e-01
2.989633010225090440e-02,1.729055525489303080e-01,1.407876912210485609e-01
4.680291567028939392e-02,2.163398152682242392e-01,1.714180240441728342e-01
3.427434069737358979e-02,1.851333052083649067e-01,1.502871457265040345e-01
2.727767767016079162e-02,1.651595521614199202e-01,1.330559955239049852e-01
2.089378308113993415e-02,1.445468196853183507e-01,1.182939189726201074e-01
3.129443556118847308e-02,1.769023333966753264e-01,1.563746180424997745e-01
2.763319310275474602e-02,1.662323467402019861e-01,1.327451649064205208e-01
7.688024976643285935e-02,2.772728796085777714e-01,2.180318827102637191e-01
2.368768445899784372e-02,1.539080389680728966e-01,1.285636987115298113e-01
3.490190295761490952e-02,1.868205100025554233e-01,1.561745976586899620e-01
3.629952528911758319e-02,1.905243430355228473e-01,1.580449748783973041e-01
2.649696401480282001e-02,1.627788807394952575e-01,1.294885278389660277e-01
2.040763157609005313e-02,1.428552819327659762e-01,1.019020450261422378e-01
1.884107332445616317e-02,1.372627892928602877e-01,1.161948685332424153e-01
2.828469026035598452e-02,1.681805287789165659e-01,1.419654314573444431e-01
4.729497239302958567e-02,2.174740729214165169e-01,1.871956670688272040e-01
3.715501385879013685e-02,1.927563588024792940e-01,1.696363055881154602e-01
3.574447585439941705e-02,1.890620952343420313e-01,1.595438583764705598e-01
8.135522644697337769e-02,2.852283759498226434e-01,2.279130870191182767e-01
3.209659004511353220e-02,1.791552121628436911e-01,1.342108077809394118e-01
2.864188296122402444e-02,1.692391295215855962e-01,1.277022501587289638e-01
2.732948910891115288e-02,1.653163304362613439e-01,1.377274967461051824e-01
2.401217645925956060e-02,1.549586282181781571e-01,1.188126855225389994e-01
1.874334444942452396e-02,1.369063345847244817e-01,1.096244635725565353e-01
2.254821462237850682e-02,1.501606294019124932e-01,1.192776086660459339e-01
5.505267299255618002e-02,2.346330603145178606e-01,1.876812346037433354e-01
8.795980100791166156e-02,2.965801763569366756e-01,2.353547751307183689e-01
3.658281066559748024e-02,1.912663343759101742e-01,1.567090991944538603e-01
2.151452350339773043e-02,1.466782993608725105e-01,1.225250841574008903e-01
3.679442098804647232e-02,1.918187190762321581e-01,1.548647091243107454e-01
7.049056566164359217e-02,2.655005944657066186e-01,2.252945148520532903e-01
2.360897942713042000e-02,1.536521377239198072e-01,1.237370695869531440e-01
4.154474076756881767e-02,2.038252701888772500e-01,1.647042764264637360e-01
3.442945067656522778e-02,1.855517466276327687e-01,1.595595261908811235e-01
2.808110936217141779e-02,1.675741906206663356e-01,1.377432023249475779e-01
2.868714239505509508e-02,1.693727911887121795e-01,1.437666279321434259e-01
3.626107123261383680e-02,1.904233999082408924e-01,1.510475867979049203e-01
3.741688542242409959e-02,1.934344473521303898e-01,1.572507868489081140e-01
6.500236363318397104e-02,2.549556111035486961e-01,2.104955148447378577e-01
2.983277963934054949e-02,1.727216825975839976e-01,1.326288565242302320e-01
3.806170946301302982e-02,1.950941041216085192e-01,1.474584407187847779e-01
4.149938089303108896e-02,2.037139683306745941e-01,1.647717445370071310e-01
2.955031499311058449e-02,1.719020505785506525e-01,1.402946085207490978e-01
5.493182709404594716e-02,2.343753978002937610e-01,2.001272933255644204e-01
2.810345439337288628e-02,1.676408494173567687e-01,1.437173117579837178e-01
4.535363245068173982e-02,2.129639228852664989e-01,1.781527271117979705e-01
2.207345142306865043e-02,1.485713681133368769e-01,1.182006542648047220e-01
3.347351044545224252e-02,1.829576739179098743e-01,1.455746881340626575e-01
2.750053170942405936e-02,1.658328426742545492e-01,1.297354743436329172e-01
2.624566332358960197e-02,1.620051336334426273e-01,1.296584658024116932e-01
3.488292695222848516e-02,1.867697163681213135e-01,1.476075167566006097e-01
4.435401027258083911e-02,2.106039179896253555e-01,1.740904638786405501e-01
3.722980347492214209e-02,1.929502616606729171e-01,1.449832173516700518e-01
9.115898185378526475e-02,3.019254574456835538e-01,2.360050754081005897e-01
2.520277663805366858e-02,1.587538240108050669e-01,1.235002149609672750e-01
3.970201202167856352e-02,1.992536374114123043e-01,1.680754529447116008e-01
3.331006671653596179e-02,1.825104564580779243e-01,1.559768133760318642e-01
4.105162235126214726e-02,2.026119995243671201e-01,1.628045805448750938e-01
2.039214817325116572e-02,1.428010790339175606e-01,1.218501187006790359e-01
3.611145290147227405e-02,1.900301368243265676e-01,1.633324362594701928e-01
7.688775781043027946e-02,2.772864183663352189e-01,2.250806500173297142e-01
3.472515080632315038e-02,1.863468561750456498e-01,1.546312152039905075e-01
2.549509488328815035e-02,1.596718349718827257e-01,1.258122296298703480e-01
4.423041114155595172e-02,2.103102735045436489e-01,1.723786661420311783e-01
3.141248617234276841e-02,1.772356797384284366e-01,1.459862866212998100e-01
3.514840558131292203e-02,1.874790803831534736e-01,1.572162388354537976e-01
2.733551384640781762e-02,1.653345512783332694e-01,1.403601999741053707e-01
5.308785658604567304e-02,2.304080219654812134e-01,1.926530158103925694e-01
2.611829744376592197e-02,1.616115634593203176e-01,1.346674145087822516e-01
2.082028246601278637e-02,1.442923506843407921e-01,1.230131799599236131e-01
4.925406782610574491e-02,2.219325749548852200e-01,1.837611063544357104e-01
2.530298981973184980e-02,1.590691353460244595e-01,1.238089919088615348e-01
1.128076975222778028e-01,3.358685717989669528e-01,2.784669977125509566e-01
3.697232107383840310e-02,1.922818792134048382e-01,1.591411451081656825e-01
3.457701483653542046e-02,1.859489576107793696e-01,1.475360097269778903e-01
