8.547306972496516053e+00,5.409817638808558371e+00,5.569873115787373763e+00,5.413483507987868038e+00,5.410893609377917635e+00,5.379244689968624371e+00,5.373557294010852914e+00,5.363699375342725340e+00,5.365606329839826216e+00,5.357574492242469510e+00,5.357755971079358304e+00,5.361239904519508492e+00,5.358763117656184072e+00,5.354963055626181578e+00,5.353747472499621018e+00,5.356479614102092945e+00,5.348631968265308068e+00,5.353090287362534561e+00,5.336890980241908444e+00,5.334894423677539521e+00,5.325665639397494822e+00,5.300690220449554069e+00,5.269827856670360688e+00,5.226985674475614019e+00,5.156687112226413738e+00,5.094072839758092108e+00,4.922833913678488216e+00,5.088163938686455445e+00,4.570740487837336552e+00,7.910433384889683950e+00,1.136765670778803639e+01
-8.547306972901347777e+00,-5.409817638151540820e+00,-5.569873115929576457e+00,-5.413483507966750707e+00,-5.410893609556351791e+00,-5.379244689961550030e+00,-5.373557293900613985e+00,-5.363699375316078211e+00,-5.365606329876252190e+00,-5.357574492254806309e+00,-5.357755971078622892e+00,-5.361239904516073906e+00,-5.358763117656174302e+00,-5.354963055628566337e+00,-5.353747472495822279e+00,-5.356479614105573717e+00,-5.348631968262920644e+00,-5.353090287363614586e+00,-5.336890980241639326e+00,-5.334894423677982722e+00,-5.325665639397307416e+00,-5.300690220449642887e+00,-5.269827856670382005e+00,-5.226985674475607802e+00,-5.156687112226427061e+00,-5.094072839758096549e+00,-4.922833913678488216e+00,-5.088163938686439458e+00,-4.570740487837332999e+00,-7.910433384889667963e+00,-1.136765670778803461e+01
1.828564566124771318e+01,-2.570577465736755585e+01,2.500729251978749090e+01,-2.447698709726294908e+01,2.471171543312210872e+01,-2.456912483875948183e+01,2.464884485537074710e+01,-2.460403979730623547e+01,2.462254302199486489e+01,-2.461855464902869173e+01,2.462571067575994377e+01,-2.460778113660561672e+01,2.461436208832604322e+01,-2.462242041983216367e+01,2.462346438569567297e+01,-2.461663226129524062e+01,2.461443570137192793e+01,-2.460448051974926642e+01,2.462384096752356655e+01,-2.462580619751571831e+01,2.458637444424772411e+01,-2.463360274465903643e+01,2.459605399663982439e+01,-2.467624503379200007e+01,2.461627562434961547e+01,-2.475651465510457427e+01,2.496299117124737421e+01,-2.465377961550411712e+01,2.614024421947519627e+01,-2.139502865861216918e+01,1.502506805047569927e+01
-1.828564566113441359e+01,2.570577465760198521e+01,-2.500729251999353053e+01,2.447698709718382659e+01,-2.471171543285786498e+01,2.456912483880783782e+01,-2.464884485554937044e+01,2.460403979742954661e+01,-2.462254302200668121e+01,2.461855464901756463e+01,-2.462571067577142614e+01,2.460778113660555988e+01,-2.461436208832694561e+01,2.462242041983009955e+01,-2.462346438569369766e+01,2.461663226129422100e+01,-2.461443570137178583e+01,2.460448051974956130e+01,-2.462384096752361984e+01,2.462580619751577515e+01,-2.458637444424797636e+01,2.463360274465920341e+01,-2.459605399663991321e+01,2.467624503379201428e+01,-2.461627562434961547e+01,2.475651465510460270e+01,-2.496299117124738842e+01,2.465377961550410646e+01,-2.614024421947517851e+01,2.139502865861217629e+01,-1.502506805047569749e+01
1.940844128247210421e+01,-1.597263793505168650e+01,-6.356364320056306028e+00,-1.610127988297780632e+01,1.601275426897222331e+01,6.124529323840048001e+00,1.606039352086405714e+01,-1.607645740152487335e+01,-6.149370709528861667e+00,-1.607912574578536535e+01,1.607565885132979133e+01,6.145989512184979908e+00,1.606298537559858985e+01,-1.605799736170265746e+01,-6.140273896941645049e+00,-1.606974713047735648e+01,1.606240180809775708e+01,6.153235998782805360e+00,1.610229161281761989e+01,-1.605495108985280339e+01,-6.147807567850546384e+00,-1.613248652680252704e+01,1.595837789711081633e+01,6.153285888163718909e+00,1.644232546754795266e+01,-1.556570717292731132e+01,-6.056616363682825188e+00,-1.735257905516778720e+01,1.374492122192137877e+01,7.345837367131387019e+00,1.145295253579113037e+01
-1.940844128262831347e+01,1.597263793497867823e+01,6.356364320064242790e+00,1.610127988300505564e+01,-1.601275426903094612e+01,-6.124529323630631517e+00,-1.606039352095955763e+01,1.607645740151354019e+01,6.149370709567627102e+00,1.607912574578911347e+01,-1.607565885132692074e+01,-6.145989512192900683e+00,-1.606298537559285222e+01,1.605799736169929659e+01,6.140273896943233112e+00,1.606974713047764070e+01,-1.606240180809718865e+01,-6.153235998782746741e+00,-1.610229161281772292e+01,1.605495108985313024e+01,6.147807567850525068e+00,1.613248652680265849e+01,-1.595837789711100996e+01,-6.153285888163684270e+00,-1.644232546754795266e+01,1.556570717292734152e+01,6.056616363682855386e+00,1.735257905516779076e+01,-1.374492122192140542e+01,-7.345837367131402118e+00,-1.145295253579111971e+01
-8.787844924677697733e+00,-5.806367957014549219e+00,-6.083347857726515429e+00,-6.782871210451215660e+00,-1.522548270906597878e+01,2.699673393376892605e+01,-1.598845504036455267e+01,-1.556450055314371994e+01,2.598730114038669470e+01,-2.661486412361046661e+01,1.443613925173979418e+01,6.725185846638660259e+00,1.602497483533923628e+01,-1.602179636749163905e+01,-1.597189115753836930e+01,1.621564132669966440e+01,7.037775688491022308e+00,1.521082417210693372e+01,-2.712784336973196275e+01,1.504221455653009087e+01,6.776840756750369010e+00,5.976344005636750722e+00,5.973850137181628384e+00,5.981054412530873776e+00,1.629193040287687921e+01,-1.567970514456242803e+01,-6.110252723379172579e+00,-1.759683027136635403e+01,1.447416947311301705e+01,1.260789024593675300e+01,-1.419066265197674781e+01
-1.957474239488463397e+01,1.571203223628779710e+01,6.017351684200168194e+00,5.742878528788120107e+00,5.670734323145276257e+00,5.643430508643079158e+00,5.803463152112156465e+00,5.886576280486191415e+00,6.721643024233720176e+00,1.508149630738324198e+01,-2.705854044355061561e+01,1.534178907870941799e+01,1.699554639833269221e+01,-1.587253603895277720e+01,-1.592278277937760045e+01,1.604802920992163351e+01,1.605171413109855649e+01,-1.678940699539081294e+01,-1.480784245573850910e+01,2.576399881753945920e+01,-2.511523564676288700e+01,2.460111658503231880e+01,-2.447255514250741726e+01,2.527920065006837191e+01,-2.590802027151771725e+01,1.535796619509027927e+01,1.592278030891006146e+01,-2.531660656891653716e+01,2.708016857192839311e+01,-2.130092118442524551e+01,1.502238093643688366e+01
8.690343061294379723e+00,5.659146143166081444e+00,5.826553474957192336e+00,1.575861869955571315e+01,-1.688341418091136248e+01,-1.468337671687240231e+01,2.629843480167297898e+01,-2.623196067808872556e+01,1.464000587871752401e+01,7.592697240699888717e+00,1.484506246738943958e+01,-2.546129127773992806e+01,2.582324927832186745e+01,-2.549803257031056347e+01,1.497836716430714254e+01,1.691438030224892941e+01,-1.598996940680161316e+01,-1.601477979232483051e+01,1.600499838551884935e+01,6.125087493464298483e+00,1.614208482983118387e+01,-1.594996895469507692e+01,-6.134902399842922627e+00,-6.130788579402763894e+00,-6.976201011025052523e+00,-1.545330323540539119e+01,2.727105062072204689e+01,-1.602556682803949073e+01,-1.734046424518387042e+01,2.081425486610286768e+01,-1.540169348667998861e+01
-8.976503866037631951e+00,-5.820481695276638945e+00,-6.834350540029113574e+00,-1.465580318988018149e+01,2.562782490241139755e+01,-2.578863793724766396e+01,2.536683716866671645e+01,-1.508128913639401603e+01,-7.912398645004046216e+00,-1.543996994491741681e+01,2.680539350172342949e+01,-1.539184700594631572e+01,-7.048834111267008318e+00,-6.985172368537786447e+00,-1.476158727299815787e+01,2.586602788731885383e+01,-2.502367551342801022e+01,2.488915435481784044e+01,-2.603349513887722821e+01,1.448413063665371681e+01,6.711853181912276867e+00,6.021639506645178663e+00,1.612365842828787876e+01,-1.621001689495517439e+01,-1.650733265645017056e+01,1.550070209101311747e+01,6.027344152176868697e+00,1.735648051260164593e+01,-1.375099061863044092e+01,-7.342377100029211512e+00,-1.145304326285513774e+01
